Customer Last Name,Customer First Name,Customer ID,Product Category,Order Date,Quantity Ordered,Order Status,State,Address,City,Postal Code,Sale Price,Phone
Mitchell,Ailani,1449,Pets,2022-12-26,17,Shipped,FL,97967 Pennsylvania Avenue,Birmingham,35203,335,561-641-2896
Dunlap,Amira,1450,Pets,2022-12-09,17,In Transit,AL,83529 Vine Street,Mobile,36602,1628,251-720-8281
Thornton,Alaina,1451,Pets,2022-12-12,18,Shipped,FL,82514 Willow Avenue,Fleming Island,32003,1618,407-851-5568
Baker,King,1452,Personal Care,2022-12-05,9,Delivered,SC,74083 Center Street,Bluffton,29910,1683,843-221-5511
Sierra,Dante,1453,Sports & Outdoors,2022-12-10,19,Shipped,LA,34004 Madison Avenue,Baton Rouge,70802,1586,318-571-2235
Griffith,Kashton,1454,Books,2022-12-21,12,In Transit,NC,4981 Hamilton Street,Asheville,28801,87,252-341-2464
James,Madison,1455,Electronics,2022-12-10,19,Delivered,LA,98202 Court Street,Baton Rouge,70802,1458,318-132-6386
Miles,Lewis,1456,Electronics,2022-12-15,19,In Transit,FL,6822 Grove Street,Birmingham,35203,1482,727-181-3148
Booth,Karter,1457,Sports & Outdoors,2022-12-05,1,In Transit,SC,42220 Lake Shore Drive,Greenville,29601,1453,864-916-1956
Jordan,Fernando,1458,Sports & Outdoors,2022-12-13,14,Shipped,SC,39034 Jefferson Street,Charleston,29401,882,854-652-6913
Baker,Marley,1459,Home & Kitchen,2022-12-01,8,Shipped,FL,92442 Terrace Avenue,Stuart,34994,1524,561-724-3348
Sanders,Lukas,1460,Books,2022-12-20,13,Shipped,SC,74446 Smith Street,Camden,29020,968,864-971-4850
Orozco,River,1461,Electronics,2022-12-02,5,Shipped,GA,99953 Magnolia Avenue,Columbus,31908,725,404-616-9690
Nuñez,Mackenzie,1462,Clothing,2022-12-12,10,Delivered,NC,22017 Ridge Street,Charlotte,28202,1384,704-380-6179
Dixon,Stevie,1463,Home & Kitchen,2022-12-30,18,Delivered,SC,50328 Center Street,Camden,29020,466,864-163-7343
Spencer,Rosemary,1464,Personal Care,2022-12-19,2,Shipped,LA,45126 Laurel Street,Covington,70433,227,225-371-1402
Ellison,Zayn,1465,Pets,2022-12-24,1,Shipped,AL,97359 Vine Street,Birmingham,35203,1187,334-265-4681
Santiago,Kobe,1466,Clothing,2022-12-30,4,Delivered,LA,20632 Washington Street,Shreveport,71101,543,504-474-4213
Bean,Cataleya,1467,Clothing,2022-12-05,7,Shipped,SC,12341 Holly Street,Camden,29020,911,843-257-7659
Blevins,Collin,1468,Clothing,2022-12-18,2,Delivered,NC,74506 Orchard Avenue,Asheville,28801,765,336-656-5966
Jordan,Daisy,1469,Books,2022-12-23,8,Cancelled,AL,27391 Rose Street,Montgomery,36104,201,334-331-5477
Burton,Grady,1470,Personal Care,2022-12-23,3,Delivered,GA,63686 Center Street,Columbus,31908,445,706-437-3474
Jacobs,Thomas,1471,Pets,2022-12-22,7,Delivered,NC,63371 School Street,Chapel Hill,27514,1558,704-387-8139
Garza,Natalia,1472,Clothing,2022-12-06,17,Delivered,SC,21654 Madison Avenue,Greenville,29601,544,843-768-4141
Newman,Celine,1473,Electronics,2022-12-22,12,Delivered,GA,53305 Cedar Street,Avondale Estates,30002,1649,404-432-2655
Robbins,Alex,1474,Home & Kitchen,2022-12-08,7,Shipped,NC,74773 Oak Street,Asheville,28801,800,704-458-6503
Sexton,Meadow,1475,Clothing,2022-12-04,15,Delivered,SC,50917 Mulberry Street,Camden,29020,1790,843-390-9952
Ponce,Lucille,1476,Personal Care,2022-12-09,3,Delivered,GA,96857 Fourth Street,Atlanta,30303,879,706-506-3840
Gonzales,Cairo,1477,Clothing,2022-12-02,6,Delivered,GA,41328 Liberty Street,Columbus,31901,1732,229-704-4282
Mejia,Desmond,1478,Pets,2022-12-10,7,In Transit,GA,15624 Railroad Avenue,Avondale Estates,30002,1474,678-935-1186
Foster,Joy,1479,Clothing,2022-12-28,17,In Transit,NC,54631 River Road,Columbia,29201,1034,704-902-2619
Bowers,Elaina,1480,Home & Kitchen,2022-12-27,14,Delivered,SC,75669 Riverside Drive,Bluffton,29910,1185,864-151-9722
Frazier,Ella,1481,Sports & Outdoors,2022-12-08,20,Shipped,LA,44456 Orchard Avenue,Baton Rouge,70802,846,337-857-2045
Sparks,Christian,1482,Electronics,2022-12-29,5,Delivered,FL,42322 Laurel Street,St. Petersburg,33701,1190,407-274-5141
Villarreal,Damian,1483,Electronics,2022-12-14,20,Delivered,LA,92876 Pennsylvania Avenue,Baton Rouge,70802,779,318-786-1226
Acevedo,King,1484,Pets,2022-12-14,9,Delivered,NC,87135 Walnut Street,Columbia,29201,321,336-554-4411
Lozano,Lorenzo,1485,Clothing,2022-12-22,18,Shipped,AL,8242 Sunset Avenue,Adamsville,35005,235,938-628-3090
Mcpherson,Tucker,1486,Books,2022-12-02,13,Shipped,FL,68559 Main Street,Sunny Isles Beach,33160,1251,321-745-5284
Blankenship,Jade,1487,Personal Care,2022-12-08,16,Delivered,AL,66866 Park Street,Adamsville,35005,1305,334-488-9125
Riley,Amaya,1488,Clothing,2022-12-29,18,Shipped,FL,3314 Vineyard Drive,Stuart,34994,97,386-103-4090
Bruce,Adan,1489,Electronics,2022-12-13,9,Delivered,FL,31851 Oakwood Avenue,Birmingham,35203,1533,352-710-8322
Williams,Alessandra,1490,Books,2022-12-25,7,Delivered,FL,7265 Jefferson Street,Sunny Isles Beach,33160,399,561-980-9407
Weiss,Gideon,1491,Clothing,2022-12-18,2,Delivered,GA,13445 Windsor Avenue,Savannah,31401,430,470-368-8986
Bowen,Ryker,1492,Pets,2022-12-15,5,Delivered,SC,98280 Madison Avenue,Camden,29020,1237,854-139-5048
Dorsey,Callen,1493,Sports & Outdoors,2022-12-31,2,Delivered,NC,77084 Fairview Avenue,Asheville,28801,551,336-480-6045
Hartman,Manuel,1494,Electronics,2022-12-03,20,Delivered,GA,9094 Railroad Avenue,Bainbridge,39828,1689,770-633-3508
Coleman,Brian,1495,Clothing,2022-12-16,1,Shipped,AL,25209 Liberty Street,Birmingham,35203,1512,938-108-6497
Huang,Amanda,1496,Personal Care,2022-12-30,12,Shipped,LA,91477 Holly Street,Shreveport,71101,675,225-394-4236
Jacobs,Marlee,1497,Electronics,2022-12-12,18,Shipped,GA,86434 Grove Street,Bainbridge,39828,1493,404-765-3592
Mcpherson,Xiomara,1498,Home & Kitchen,2022-12-29,1,Delivered,LA,47659 Pinecrest Drive,Covington,70433,1382,225-502-7769
Blevins,Logan,1499,Sports & Outdoors,2022-12-02,16,Shipped,SC,32183 Essex Street,Camden,29020,344,864-963-4216
Kaur,Athena,1500,Sports & Outdoors,2022-12-22,9,Shipped,GA,70845 River Road,Atlanta,30303,462,762-875-5296
Conley,Elsie,1501,Sports & Outdoors,2022-12-15,12,Delivered,LA,84603 Smith Street,Baton Rouge,70802,1166,337-118-3686
Kramer,Emersyn,1502,Electronics,2022-12-10,9,Shipped,GA,45679 Fourth Street,Bainbridge,39828,647,706-416-7339
Crosby,Talia,1503,Personal Care,2022-12-16,13,Shipped,AL,90030 Broadway,Birmingham,35203,1238,334-923-7411
Carson,Charli,1504,Pets,2022-12-23,10,Delivered,SC,28305 Locust Street,Bluffton,29910,280,864-311-1974
Duran,Emilia,1505,Electronics,2022-12-26,1,Delivered,LA,72371 High Street,Baton Rouge,70802,1246,225-548-2068
Velasquez,Collin,1506,Clothing,2022-12-13,16,Shipped,GA,34452 Locust Street,Columbus,31908,1261,478-591-5458
Booker,Elise,1507,Sports & Outdoors,2022-12-03,16,Delivered,AL,48541 Park Street,Montgomery,36104,1303,251-323-5297
Sharp,Austin,1508,Sports & Outdoors,2022-12-14,17,Delivered,SC,68775 Elmwood Avenue,Bluffton,29910,1755,864-964-4538
Harding,Walter,1509,Home & Kitchen,2022-12-02,16,Delivered,NC,54164 Laurel Street,Columbia,29201,1175,252-104-3358
Lowery,Isabelle,1510,Electronics,2022-12-05,3,In Transit,GA,62565 State Street,Columbus,31908,1002,229-493-9327
Huang,Lexi,1511,Books,2022-12-07,9,In Transit,LA,23832 Lincoln Street,New Orleans,70112,881,225-520-1621
Byrd,Charlotte,1512,Personal Care,2022-12-16,10,Delivered,NC,47959 Jefferson Street,Columbia,29201,57,336-878-5669
Peters,Selah,1513,Personal Care,2022-12-04,20,Delivered,AL,49952 High Street,Mobile,36602,1207,334-186-7193
Estes,Genesis,1514,Home & Kitchen,2022-12-26,3,Delivered,FL,93990 Spring Street,Sunny Isles Beach,33160,1437,386-688-3789
Dodson,Noah,1515,Personal Care,2022-12-17,13,Shipped,AL,11656 Laurel Street,Birmingham,35203,260,205-629-1825
Chandler,Gideon,1516,Personal Care,2022-12-20,14,Cancelled,FL,43731 Glenwood Avenue,Stuart,34994,403,305-402-3232
Kane,Nolan,1517,Books,2022-12-09,13,Shipped,GA,92870 River Road,Bainbridge,39828,1712,706-469-6200
Logan,Kimberly,1518,Sports & Outdoors,2022-12-13,7,Cancelled,AL,55579 Jefferson Street,Mobile,36602,239,334-837-5471
Beil,Kaleb,1519,Books,2022-12-15,11,Delivered,AL,89487 Washington Street,Montgomery,36104,1405,256-491-1729
Gibbs,Patrick,1520,Electronics,2022-12-31,15,Shipped,FL,7097 Fifth Street,Fleming Island,32003,993,561-880-2789
Gallagher,Lennox,1521,Pets,2022-12-02,7,Delivered,AL,10531 Windsor Avenue,Montgomery,36104,532,256-917-6934
Landry,Liam,1522,Pets,2022-12-25,2,Shipped,NC,43001 Broad Street,Chapel Hill,27514,530,336-656-3896
Horn,Damien,1523,Personal Care,2022-12-08,12,Cancelled,LA,41942 Lakeview Avenue,Baton Rouge,70802,1215,504-557-1253
Black,Kimberly,1524,Clothing,2022-12-27,15,Delivered,AL,62866 Walnut Street,Mobile,36602,1693,938-515-8876
Donovan,Denver,1525,Pets,2022-12-13,12,Cancelled,GA,32603 Jackson Street,Savannah,31401,970,470-900-7087
Hunter,Luna,1526,Electronics,2022-12-06,10,Delivered,SC,25740 Pennsylvania Avenue,Charleston,29401,463,843-688-2604
Stanton,Piper,1527,Books,2022-12-08,12,Delivered,GA,50409 Fairview Avenue,Avondale Estates,30002,1036,770-397-9098
Bartlett,Manuel,1528,Sports & Outdoors,2022-12-15,4,Delivered,LA,89567 Elm Street,Baton Rouge,70802,608,225-154-9162
Nolan,Cooper,1529,Home & Kitchen,2022-12-16,3,Shipped,FL,55898 Main Street,St. Petersburg,33701,1502,727-675-7942
Strong,Oaklee,1530,Pets,2022-12-10,16,Delivered,GA,69000 Franklin Street,Bainbridge,39828,1510,229-875-4957
Sellers,Gael,1531,Clothing,2022-12-11,11,Delivered,FL,90205 Meadow Lane,Fleming Island,32003,1210,727-503-1667
Prince,Willa,1532,Personal Care,2022-12-08,1,Delivered,GA,62189 Highland Avenue,Bainbridge,39828,654,404-685-9995
Flowers,Killian,1533,Personal Care,2022-12-31,12,Shipped,AL,5666 Spring Street,Birmingham,35203,480,334-947-9086
Henry,Cora,1534,Home & Kitchen,2022-12-17,15,Delivered,FL,28759 Third Street,Sunny Isles Beach,33160,1504,407-427-7681
Nash,Hayden,1535,Books,2022-12-17,3,Delivered,SC,17206 Grant Street,Charleston,29401,1667,854-538-9896
Waller,Emerson,1536,Electronics,2022-12-02,16,In Transit,AL,90328 Willow Avenue,Montgomery,36104,423,938-966-7517
Mahoney,Collins,1537,Clothing,2022-12-31,16,Delivered,FL,85948 Mulberry Street,St. Petersburg,33701,1425,754-241-2940
Tate,Cora,1538,Home & Kitchen,2022-12-05,1,Shipped,GA,33408 High Street,Atlanta,30303,173,404-169-5544
Peña,Malachi,1539,Personal Care,2022-12-18,12,Delivered,SC,30883 Lake Street,Bluffton,29910,1603,854-480-3073
Daniels,Lilith,1540,Books,2022-12-21,15,Shipped,SC,77852 Grant Street,Bluffton,29910,250,843-672-6867
Rivers,Kylo,1541,Personal Care,2022-12-02,20,Delivered,SC,6217 Spring Street,Camden,29020,1031,854-334-3623
Gates,Braxton,1542,Home & Kitchen,2022-12-18,17,Delivered,FL,71369 Pine Street,Sunny Isles Beach,33160,1787,352-788-2734
Erickson,Andre,1543,Electronics,2022-12-28,7,Cancelled,FL,12348 River Road,Palmetto,34221,1027,386-628-9337
Chan,Cassidy,1544,Books,2022-12-13,14,Shipped,NC,94906 Orchard Avenue,Columbia,29201,1682,704-690-6065
Odom,Annalise,1545,Clothing,2022-12-29,8,Shipped,AL,30880 Sunset Boulevard,Montgomery,36104,1595,938-985-8493
Kelly,Gregory,1546,Pets,2022-12-18,15,Shipped,FL,36287 Spruce Street,Fleming Island,32003,1540,727-961-1885
Wagner,Archer,1547,Pets,2022-12-10,14,In Transit,SC,14981 Maple Street,Bluffton,29910,1747,803-339-6906
Kennedy,Hayden,1548,Books,2022-12-25,14,Shipped,LA,85299 Oak Street,Covington,70433,703,225-331-5343
Mccall,Weston,1549,Electronics,2022-12-11,9,Cancelled,NC,96673 Madison Avenue,Asheville,28801,114,704-112-1651
Case,Alana,1550,Pets,2022-12-30,19,In Transit,GA,55831 Maple Street,Savannah,31401,957,678-500-5098
Castillo,Milani,1551,Clothing,2022-12-14,8,Delivered,AL,46005 Liberty Street,Birmingham,35203,900,938-748-2143
Torres,Karson,1552,Electronics,2022-12-07,11,Shipped,AL,86495 State Street,Mobile,36602,853,334-975-4974
Mitchell,Everett,1553,Sports & Outdoors,2022-12-16,11,Delivered,FL,23039 Laurel Street,Birmingham,35203,1452,727-109-4133
Singh,Paxton,1554,Electronics,2022-12-05,15,Delivered,FL,42726 Riverside Drive,Palmetto,34221,212,561-808-5116
Parra,Kingston,1555,Home & Kitchen,2022-12-17,6,Shipped,FL,66416 Jefferson Street,Palmetto,34221,113,386-596-3121
Russo,Olivia,1556,Home & Kitchen,2022-12-20,5,Shipped,GA,32311 Main Avenue,Columbus,31901,1284,404-722-5671
Mathews,Kendall,1557,Sports & Outdoors,2022-12-31,20,In Transit,GA,68278 Holly Street,Avondale Estates,30002,431,770-143-1560
Tapia,Devin,1558,Pets,2022-12-24,10,Shipped,FL,77280 Pleasant Street,Sunny Isles Beach,33160,897,321-561-8510
Roberson,Fiona,1559,Books,2022-12-03,11,Delivered,AL,7321 Lakeview Drive,Birmingham,35203,1677,256-870-2790
Patrick,Brinley,1560,Clothing,2022-12-12,15,Cancelled,NC,59636 Fairview Avenue,Asheville,28801,1463,252-826-6354
Macdonald,Angelina,1561,Home & Kitchen,2022-12-18,6,Delivered,NC,74579 Lake Shore Drive,Asheville,28801,1514,252-797-9465
Hester,Alora,1562,Electronics,2022-12-19,8,In Transit,AL,22315 Sixth Street,Montgomery,36104,1353,256-169-4098
Levy,Aspen,1563,Home & Kitchen,2022-12-23,19,Delivered,LA,40856 Third Street,Shreveport,71101,1479,504-705-7613
Santana,Clark,1564,Books,2022-12-09,4,Delivered,GA,53720 Main Street,Columbus,31908,195,706-850-4514
Deleon,Daleyza,1565,Home & Kitchen,2022-12-14,19,Delivered,LA,23483 School Street,New Orleans,70112,366,225-757-9411
Harrell,Esteban,1566,Personal Care,2022-12-29,19,Delivered,AL,42627 Spruce Street,Adamsville,35005,1593,334-232-9334
Ashley,Zaire,1567,Electronics,2022-12-19,13,In Transit,GA,42238 School Street,Columbus,31908,674,404-676-5412
Miranda,Diego,1568,Home & Kitchen,2022-12-14,5,Delivered,FL,58736 Valley Road,Stuart,34994,1077,305-610-8578
Potter,Niko,1569,Clothing,2022-12-23,13,Shipped,FL,63568 Second Street,Palmetto,34221,1742,407-817-5947
Wilkins,Maximus,1570,Books,2022-12-21,15,Shipped,AL,98931 Maple Street,Mobile,36602,1216,205-867-1993
Watts,Paris,1571,Pets,2022-12-27,4,Shipped,AL,80948 Division Street,Montgomery,36104,309,938-384-1109
Hammond,Rosie,1572,Home & Kitchen,2022-12-27,4,Shipped,NC,66984 Colonial Drive,Asheville,28801,94,704-845-2027
Pham,Mackenzie,1573,Clothing,2022-12-06,20,Delivered,NC,78232 Division Street,Chapel Hill,27514,1389,336-826-2568
Keller,Aylin,1574,Books,2022-12-12,2,In Transit,LA,84162 Country Club Road,Baton Rouge,70802,997,318-586-9597
Nuñez,Juliana,1575,Home & Kitchen,2022-12-17,19,Delivered,AL,66687 State Street,Mobile,36602,563,334-568-8270
Ramirez,Robert,1576,Electronics,2022-12-09,5,Delivered,GA,12322 State Street,Savannah,31401,890,678-187-1017
Reeves,Ezequiel,1577,Sports & Outdoors,2022-12-02,11,Shipped,GA,41664 Second Street,Atlanta,30303,1602,229-513-9015
Escobar,Dahlia,1578,Home & Kitchen,2022-12-04,9,Cancelled,AL,52780 Washington Street,Montgomery,36104,103,256-198-3891
Sanchez,Maya,1579,Sports & Outdoors,2022-12-07,6,In Transit,FL,57921 Pinecrest Drive,St. Petersburg,33701,415,386-936-9940
Cardenas,Ayla,1580,Personal Care,2022-12-09,16,Delivered,LA,77967 Vineyard Drive,Shreveport,71101,918,337-633-3264
Wilson,Santiago,1581,Books,2022-12-22,8,Shipped,GA,14253 Elmwood Drive,Savannah,31401,407,478-267-9974
Blevins,Alejandro,1582,Sports & Outdoors,2022-12-28,7,Shipped,LA,26361 Forest Avenue,New Orleans,70112,704,337-225-6865
Leon,Elliott,1583,Books,2022-12-06,14,Shipped,NC,57144 Cedar Street,Charlotte,28202,588,336-770-7844
Cooper,Nasir,1584,Personal Care,2022-12-01,7,Delivered,GA,82662 Walnut Avenue,Savannah,31401,1058,762-307-5123
Norman,Calvin,1585,Pets,2022-12-19,4,Cancelled,GA,20507 Locust Street,Bainbridge,39828,692,404-733-8581
Cherry,Aspen,1586,Home & Kitchen,2022-12-27,18,Cancelled,SC,70981 Central Avenue,Charleston,29401,1639,854-213-1708
Ellis,Esme,1587,Sports & Outdoors,2022-12-18,10,Delivered,FL,74621 Country Club Road,Palmetto,34221,1181,321-930-6461
Vega,Blake,1588,Books,2022-12-02,5,Delivered,GA,63913 Valley View Drive,Columbus,31901,329,762-827-9216
English,Oakley,1589,Electronics,2022-12-05,19,In Transit,LA,15904 Second Street,Baton Rouge,70802,1199,337-121-7363
Costa,Brynlee,1590,Electronics,2022-12-22,19,Shipped,AL,2934 Oak Street,Birmingham,35203,489,938-441-7664
Francis,Amir,1591,Personal Care,2022-12-14,7,Delivered,LA,16945 Valley Road,Baton Rouge,70802,391,337-975-8730
Wallace,Reid,1592,Clothing,2022-12-25,9,Cancelled,SC,95285 Elmwood Lane,Greenville,29601,187,854-523-8540
Johnston,Rebecca,1593,Sports & Outdoors,2022-12-02,2,Delivered,LA,17589 Oak Street,Shreveport,71101,1100,504-220-9979
Palmer,Zuri,1594,Pets,2022-12-20,11,Shipped,SC,75016 Sunset Drive,Charleston,29401,1437,843-296-5793
Piñeda,Kyler,1595,Sports & Outdoors,2022-12-06,3,Shipped,AL,37430 Elmwood Lane,Montgomery,36104,389,938-718-5523
Barrera,Lennox,1596,Books,2022-12-19,19,Cancelled,LA,65671 State Street,Baton Rouge,70802,696,225-255-5031
English,Holden,1597,Clothing,2022-12-23,12,Shipped,AL,8436 Riverside Drive,Mobile,36602,794,256-491-2269
Stafford,Elaina,1598,Sports & Outdoors,2022-12-21,2,Shipped,FL,74439 Valley Road,Birmingham,35203,798,407-617-8128
Smith,Ari,1599,Clothing,2022-12-28,5,Delivered,GA,42265 Ash Street,Columbus,31908,1009,770-592-1227
James,Parker,1600,Books,2022-12-15,7,In Transit,SC,24914 Country Club Road,Camden,29020,1215,864-561-1954
Hancock,Norah,1601,Home & Kitchen,2022-12-08,20,Shipped,LA,38963 Railroad Avenue,Covington,70433,1665,504-489-8071
Coleman,Ruby,1602,Personal Care,2022-12-27,16,Delivered,AL,36118 Ash Street,Montgomery,36104,667,205-940-8328
Boyle,Morgan,1603,Books,2022-12-17,9,Delivered,AL,50327 University Avenue,Birmingham,35203,1180,334-680-6940
Whitehead,Ayla,1604,Sports & Outdoors,2022-12-11,7,Shipped,AL,20612 Walnut Avenue,Adamsville,35005,485,334-527-8316
Bernal,Koa,1605,Sports & Outdoors,2022-12-04,18,Shipped,AL,6251 University Avenue,Adamsville,35005,301,256-448-8037
Walsh,Patrick,1606,Books,2022-12-27,4,Shipped,LA,15644 Park Street,Baton Rouge,70802,1218,337-138-6118
Portillo,Logan,1607,Home & Kitchen,2022-12-09,7,Delivered,GA,34581 Cedar Street,Savannah,31401,121,770-266-7082
Torres,Jensen,1608,Clothing,2022-12-20,13,Shipped,NC,65633 Broad Street,Columbia,29201,680,252-347-2611
Kline,Lana,1609,Books,2022-12-12,5,In Transit,LA,16893 Ash Street,Shreveport,71101,550,225-750-5221
Ahmed,Milani,1610,Personal Care,2022-12-09,14,In Transit,LA,75877 Main Street,Shreveport,71101,1065,318-506-8747
Weber,Laura,1611,Pets,2022-12-24,3,Cancelled,AL,23919 Elmwood Avenue,Montgomery,36104,387,938-647-2578
Conner,Arthur,1612,Pets,2022-12-23,6,Delivered,SC,87785 Hillcrest Avenue,Charleston,29401,317,843-639-6842
Reeves,Jayden,1613,Clothing,2022-12-31,6,Shipped,SC,58692 Rose Street,Bluffton,29910,802,803-164-1196
Ávila,Karson,1614,Clothing,2022-12-31,7,Cancelled,AL,37082 West Street,Birmingham,35203,322,205-917-3504
Shepherd,Charli,1373,Sports & Outdoors,2022-12-03,17,Shipped,SC,81712 Main Street,Charleston,29401,579,803-759-6965
Peterson,Armani,1615,Home & Kitchen,2022-12-03,3,Shipped,AL,90237 Spring Street,Birmingham,35203,471,251-839-7995
Oliver,Hattie,1616,Sports & Outdoors,2022-12-03,3,In Transit,FL,74239 Chestnut Lane,Stuart,34994,527,727-988-4280
Barajas,Teagan,1617,Sports & Outdoors,2022-12-30,13,Shipped,NC,39482 Maple Street,Chapel Hill,27514,154,336-137-4969
Duran,Amara,1618,Personal Care,2022-12-31,17,Delivered,NC,91478 Center Street,Chapel Hill,27514,1546,704-804-4740
Poole,Damian,1619,Sports & Outdoors,2022-12-16,2,Delivered,AL,20849 Chestnut Street,Mobile,36602,1542,938-989-4105
Harvey,Lane,1620,Books,2022-12-14,3,Cancelled,FL,79341 Sunset Boulevard,Palmetto,34221,319,754-330-2387
Campbell,Angela,1621,Sports & Outdoors,2022-12-26,15,Cancelled,NC,27451 Smith Street,Chapel Hill,27514,99,704-359-9658
Stuart,Molly,1622,Books,2022-12-07,19,Shipped,NC,8180 Holly Street,Asheville,28801,931,704-974-7317
Blackwell,Adalynn,1623,Electronics,2022-12-16,8,Delivered,SC,72362 Meadow Lane,Greenville,29601,1596,864-126-1425
Burgess,Alexandria,1624,Books,2022-12-17,11,Shipped,GA,43857 Grove Street,Savannah,31401,445,762-424-8114
Barajas,Avery,1625,Electronics,2022-12-27,10,Cancelled,LA,81264 Ash Street,New Orleans,70112,514,337-888-7505
Frost,Judah,1626,Books,2022-12-04,9,Shipped,NC,98454 Elmwood Lane,Asheville,28801,803,704-820-9567
Krueger,Kaia,1627,Sports & Outdoors,2022-12-30,9,Delivered,GA,30707 Elmwood Avenue,Avondale Estates,30002,41,229-514-4270
Trejo,Josephine,1628,Home & Kitchen,2022-12-04,16,Shipped,NC,92074 Railroad Avenue,Columbia,29201,897,704-202-7929
Bentley,Abel,1629,Sports & Outdoors,2022-12-03,15,Shipped,AL,19573 Pleasant Street,Mobile,36602,1159,938-462-9725
Flowers,Kali,1630,Books,2022-12-17,15,Shipped,AL,23826 Glenwood Avenue,Birmingham,35203,1380,256-312-8410
Elliott,Cooper,1631,Personal Care,2022-12-14,1,Delivered,AL,57300 Locust Street,Montgomery,36104,794,938-373-9655
Combs,Grady,1632,Books,2022-12-02,9,Delivered,AL,55362 Park Avenue,Adamsville,35005,314,334-705-7364
Landry,Dream,1633,Sports & Outdoors,2022-12-17,5,Shipped,SC,62128 Pinecrest Drive,Charleston,29401,1454,864-859-9500
Haley,Nathan,1634,Home & Kitchen,2022-12-23,18,Shipped,LA,76315 Valley Road,New Orleans,70112,1063,318-924-8097
Soto,Rory,1635,Pets,2022-12-27,1,Delivered,LA,64349 Second Street,Baton Rouge,70802,566,318-766-5900
Pierce,Bianca,1636,Clothing,2022-12-25,20,Cancelled,FL,50702 River Road,Stuart,34994,391,727-130-9634
Cisneros,Garrett,1637,Personal Care,2022-12-03,7,Shipped,AL,89186 Meadow Lane,Adamsville,35005,1046,256-797-9793
Zimmerman,Kaleb,1638,Home & Kitchen,2022-12-30,14,In Transit,NC,19543 Park Street,Columbia,29201,1065,704-208-1552
Hahn,Stevie,1639,Electronics,2022-12-03,12,Cancelled,SC,96156 Park Place,Bluffton,29910,1268,803-467-7465
Gibson,Romeo,1640,Electronics,2022-12-02,12,Shipped,NC,90146 Locust Street,Chapel Hill,27514,1475,704-411-4162
Rodriguez,August,1641,Books,2022-12-04,13,Shipped,GA,40489 Lake Street,Columbus,31901,1237,678-499-5631
Wilkinson,Maeve,1642,Personal Care,2022-12-04,19,In Transit,LA,90855 River Road,Covington,70433,1120,318-597-2593
Combs,Alonzo,1643,Clothing,2022-12-20,8,In Transit,GA,48981 Park Place,Atlanta,30303,704,678-127-4156
Archer,Layla,1644,Books,2022-12-31,1,Shipped,SC,4028 Walnut Avenue,Charleston,29401,1134,854-660-1512
Rocha,Londyn,1645,Pets,2022-12-31,2,Delivered,GA,18148 Division Street,Avondale Estates,30002,1523,470-615-7868
Berry,Miracle,1646,Books,2022-12-20,5,In Transit,FL,66308 Broadway,Fleming Island,32003,390,321-898-3020
Mcintosh,Luna,1647,Clothing,2022-12-05,13,Delivered,LA,54452 Highland Avenue,Covington,70433,921,225-806-6843
Daugherty,Noelle,1648,Electronics,2022-12-07,5,Delivered,NC,46760 Willow Avenue,Chapel Hill,27514,1106,252-524-9165
Newton,Alessia,1649,Clothing,2022-12-17,17,Shipped,LA,66497 Country Club Road,Covington,70433,980,318-606-5391
Livingston,Chloe,1650,Home & Kitchen,2022-12-03,7,Shipped,SC,71844 Sunset Avenue,Camden,29020,1159,803-153-4686
Stanley,Maxwell,1651,Electronics,2022-12-15,6,Cancelled,NC,87404 Pennsylvania Avenue,Charlotte,28202,155,336-226-4786
Hunter,Leon,1652,Pets,2022-12-17,12,Delivered,SC,23508 Riverside Drive,Camden,29020,770,803-896-7715
Shepherd,Hayden,1653,Home & Kitchen,2022-12-16,14,In Transit,AL,5463 Division Street,Birmingham,35203,1714,334-316-7650
Serrano,Nora,1654,Pets,2022-12-01,9,Delivered,GA,52401 Willow Avenue,Atlanta,30303,129,404-638-5124
Fletcher,Lyra,1655,Home & Kitchen,2022-12-16,2,Delivered,AL,35540 Maple Street,Montgomery,36104,212,251-523-6030
Santiago,Charli,1656,Electronics,2022-12-04,11,Shipped,NC,67734 Cherry Lane,Charlotte,28202,417,252-289-8846
Leal,Enzo,1657,Personal Care,2022-12-23,17,Delivered,GA,93518 West Street,Avondale Estates,30002,1075,678-403-1165
Fitzgerald,Brooke,1658,Home & Kitchen,2022-12-26,16,Cancelled,SC,95767 Lakeview Drive,Charleston,29401,237,843-107-5088
Robertson,Finn,1659,Clothing,2022-12-30,7,Shipped,LA,55260 Pine Street,New Orleans,70112,167,318-820-1603
Goodwin,Brody,1660,Personal Care,2022-12-04,14,Shipped,FL,30361 Cedar Street,Fleming Island,32003,48,754-582-4530
Nuñez,Kyle,1661,Electronics,2022-12-02,18,In Transit,AL,72542 Oak Street,Adamsville,35005,318,938-168-6681
Weber,Lennox,1662,Books,2022-12-12,2,Delivered,FL,61694 Mulberry Street,Fleming Island,32003,1736,321-650-6528
Maynard,Chloe,1663,Electronics,2022-12-15,3,In Transit,SC,40590 Willow Avenue,Bluffton,29910,1747,843-353-4502
Beil,Jasper,1664,Personal Care,2022-12-01,13,Delivered,FL,75785 Center Street,Fleming Island,32003,1425,407-324-9930
