Order ID,Customer Last Name,Customer First Name,Customer ID,Product Category,Order Date,Quantity Ordered,Order Status,State,Manufacturer Price,Sale Price,Total Profit (GMROI),Sales Agent,Return Reason
1768,Bonilla,Melanie,2000,Sports & Outdoors,2022-10-10,18,In Transit,AL,495,581,86,Daniel,
1769,Winters,Holden,2001,Pets,2022-10-17,17,Shipped,SC,1425,1684,259,Daniel,
1770,Jensen,Haven,2002,Sports & Outdoors,2022-10-27,2,Cancelled,NC,1030,1135,105,Brian,Received Wrong Item
1771,Pollard,Zander,2003,Home & Kitchen,2022-10-30,11,Shipped,SC,430,501,71,Daniel,
1772,Krueger,Aisha,2004,Clothing,2022-10-02,11,Shipped,SC,820,972,152,Priscilla,
1773,Stokes,Maddox,2005,Books,2022-10-14,14,Shipped,LA,85,98,13,Priscilla,
1774,Sims,Cooper,2006,Electronics,2022-10-09,12,Shipped,LA,825,917,92,Priscilla,
1775,Jensen,Trinity,2007,Electronics,2022-10-15,13,Delivered,GA,1365,1618,253,Priscilla,
1776,Castillo,Rosalie,2008,Home & Kitchen,2022-10-08,19,Shipped,AL,270,344,74,Kelly,
1777,Lewis,Frank,2009,Books,2022-10-15,16,Delivered,NC,860,1094,234,Brian,
1778,Doyle,Messiah,2010,Clothing,2022-10-26,5,Shipped,LA,485,615,130,Brian,
1779,Becker,Owen,2011,Books,2022-10-28,7,Shipped,LA,370,460,90,Daniel,
1780,Adams,Luke,2012,Electronics,2022-10-14,5,Delivered,LA,890,1095,205,Terrence,
1781,Fletcher,Kendrick,2013,Pets,2022-10-13,13,Shipped,AL,1285,1441,156,Kelly,
1782,Stephenson,Amari,2014,Books,2022-10-11,11,Shipped,GA,1200,1394,194,Priscilla,
1783,Hodges,Cade,2015,Personal Care,2022-10-05,9,Shipped,SC,120,138,18,Daniel,
1784,Hopkins,Serenity,2016,Sports & Outdoors,2022-10-10,17,In Transit,NC,1075,1274,199,Priscilla,
1785,Parks,Leonardo,2017,Books,2022-10-14,1,Cancelled,NC,1365,1658,293,Terrence,Defective
1786,Kennedy,Serenity,2018,Electronics,2022-10-26,13,Shipped,GA,335,385,50,Kelly,
1787,Russo,Payton,2019,Sports & Outdoors,2022-10-17,3,Cancelled,FL,620,736,116,Daniel,Late Delivery
1788,Case,Atticus,2020,Clothing,2022-10-13,7,Shipped,SC,380,452,72,Terrence,
1789,Graham,Zyaire,2021,Personal Care,2022-10-03,8,In Transit,NC,310,347,37,Terrence,
1790,Ball,Myles,2022,Home & Kitchen,2022-10-28,17,Shipped,GA,725,836,111,Priscilla,
1791,Moore,Liliana,2023,Books,2022-10-16,2,Delivered,FL,780,993,213,Terrence,
1792,Schroeder,Gianna,2024,Sports & Outdoors,2022-10-23,13,Delivered,AL,955,1193,238,Daniel,
1793,Browning,Robert,2025,Sports & Outdoors,2022-10-18,18,Shipped,LA,1175,1297,122,Kelly,
1794,Hahn,Nadia,2026,Books,2022-10-27,19,Shipped,LA,955,1163,208,Kelly,
1795,Curtis,Claire,2027,Sports & Outdoors,2022-10-03,14,Delivered,SC,350,387,37,Brian,
1796,Brennan,Alison,2028,Clothing,2022-10-15,2,Delivered,GA,835,1012,177,Kelly,
1797,Osborne,Salem,2029,Clothing,2022-10-29,11,Delivered,LA,210,259,49,Daniel,
1798,Sandoval,Brooklynn,2030,Sports & Outdoors,2022-10-08,2,Delivered,GA,690,816,126,Terrence,
1799,Gibson,Charlee,2031,Clothing,2022-10-07,9,Shipped,GA,1245,1559,314,Kelly,
1800,Rowland,Sophia,2032,Personal Care,2022-10-10,1,In Transit,LA,725,921,196,Brian,
1801,Bonilla,Sullivan,2033,Personal Care,2022-10-29,18,Cancelled,AL,365,446,81,Priscilla,Received Wrong Item
1802,Gonzalez,Callie,2034,Home & Kitchen,2022-10-31,20,Shipped,AL,1070,1234,164,Brian,
1803,Piñeda,Sullivan,2035,Sports & Outdoors,2022-10-20,6,In Transit,LA,1475,1818,343,Daniel,
1804,Duffy,Hannah,2036,Pets,2022-10-16,20,Delivered,SC,15,19,4,Terrence,
1805,Lang,Gracelynn,2037,Personal Care,2022-10-12,6,Delivered,AL,950,1170,220,Kelly,
1806,Daugherty,Maria,2038,Personal Care,2022-10-08,12,Shipped,NC,435,526,91,Priscilla,
1807,Jacobson,Cataleya,2039,Books,2022-10-07,10,Shipped,LA,500,551,51,Brian,
1808,Guevara,Princeton,2040,Electronics,2022-10-11,14,Delivered,SC,1060,1184,124,Priscilla,
1809,Dominguez,Justin,2041,Home & Kitchen,2022-10-24,16,Shipped,GA,805,885,80,Kelly,
1810,Maynard,Tatum,2042,Personal Care,2022-10-22,17,Delivered,NC,200,242,42,Daniel,
1811,Dillon,Jaxton,2043,Electronics,2022-10-16,8,Delivered,AL,475,601,126,Priscilla,
1812,Cooper,Makenna,2044,Clothing,2022-10-09,4,Shipped,AL,1340,1612,272,Priscilla,
1813,O’Brien,Donovan,2045,Home & Kitchen,2022-10-17,4,Shipped,FL,1370,1541,171,Daniel,
1814,Medina,Reese,2046,Books,2022-10-30,13,Shipped,FL,1240,1524,284,Daniel,
1815,Hutchinson,Renata,2047,Home & Kitchen,2022-10-13,9,Delivered,NC,920,1142,222,Terrence,
1816,Rice,Millie,2048,Home & Kitchen,2022-10-16,20,Cancelled,SC,625,739,114,Terrence,Late Delivery
1817,Espinosa,Harlow,2049,Sports & Outdoors,2022-10-16,18,Shipped,FL,1250,1471,221,Daniel,
1818,Harmon,Camille,2050,Sports & Outdoors,2022-10-15,11,Shipped,NC,100,120,20,Kelly,
1819,Lamb,Gracie,2051,Clothing,2022-10-10,4,Delivered,NC,555,701,146,Daniel,
1820,Truong,Lia,2052,Electronics,2022-10-26,12,Delivered,GA,1145,1465,320,Daniel,
1821,Walters,Franklin,2053,Home & Kitchen,2022-10-04,15,Shipped,AL,850,966,116,Brian,
1822,Farrell,Raelynn,2054,Electronics,2022-10-31,13,Delivered,LA,565,704,139,Daniel,
1823,Hurst,Kali,2055,Personal Care,2022-10-02,15,Delivered,SC,535,676,141,Daniel,
1824,Frost,Kyler,2056,Electronics,2022-10-03,5,Shipped,SC,1185,1450,265,Daniel,
1825,Perez,Avery,2057,Personal Care,2022-10-08,14,In Transit,GA,1400,1744,344,Brian,
1826,Ruiz,Alayah,2058,Pets,2022-10-11,18,Delivered,SC,15,18,3,Kelly,
1827,Kerr,Adelaide,2059,Electronics,2022-10-02,7,Shipped,LA,680,764,84,Terrence,
1828,Nash,Hallie,2060,Electronics,2022-10-26,20,Delivered,LA,1205,1433,228,Priscilla,
1829,Fleming,Elaine,2061,Pets,2022-10-07,12,Shipped,LA,1300,1630,330,Kelly,
1830,Johnson,Ronan,2062,Sports & Outdoors,2022-10-08,15,Delivered,AL,245,279,34,Brian,
1831,Dean,Aurora,2063,Home & Kitchen,2022-10-12,2,Delivered,GA,1180,1378,198,Priscilla,
1832,Kerr,Garrett,2064,Sports & Outdoors,2022-10-31,4,Delivered,GA,510,594,84,Priscilla,
1833,Garrett,Ricardo,2065,Home & Kitchen,2022-10-29,12,Delivered,NC,590,737,147,Priscilla,
1834,Leon,Gunner,2066,Pets,2022-10-30,16,Shipped,SC,720,823,103,Kelly,
1835,Mcconnell,Lilah,2067,Pets,2022-10-09,4,Shipped,FL,220,283,63,Priscilla,
1836,Webster,Sylas,2068,Electronics,2022-10-24,19,Shipped,AL,70,90,20,Priscilla,
1837,Porter,Lyla,2069,Sports & Outdoors,2022-10-26,14,In Transit,AL,1475,1916,441,Brian,
1838,Robinson,Walter,2070,Home & Kitchen,2022-10-05,14,Shipped,GA,505,581,76,Priscilla,
1839,Ho,Sawyer,2071,Pets,2022-10-13,1,Delivered,SC,1225,1492,267,Daniel,
1840,Mcbride,Kane,2072,Pets,2022-10-23,3,Delivered,AL,1345,1713,368,Kelly,
1841,Burgess,Everleigh,2073,Clothing,2022-10-27,1,Shipped,NC,820,955,135,Kelly,
1842,Harrell,Felix,2074,Clothing,2022-10-04,16,Shipped,AL,995,1276,281,Terrence,
1843,Burgess,Bryson,2075,Books,2022-10-06,20,Delivered,FL,1325,1562,237,Daniel,
1844,Marshall,Cole,2076,Books,2022-10-15,15,Shipped,LA,535,604,69,Daniel,
1845,Sanford,Caroline,2077,Personal Care,2022-10-26,15,Cancelled,AL,955,1224,269,Brian,Late Delivery
1846,Cunningham,Judah,2078,Sports & Outdoors,2022-10-11,7,In Transit,AL,940,1146,206,Kelly,
1847,Price,Amari,2079,Books,2022-10-06,20,Shipped,AL,595,656,61,Priscilla,
1848,Tucker,Jaylen,2080,Personal Care,2022-10-05,15,Cancelled,GA,565,674,109,Terrence,Late Delivery
1849,Harris,Greyson,2081,Electronics,2022-10-21,20,In Transit,FL,295,369,74,Brian,
1850,Bates,Grayson,2082,Pets,2022-10-18,9,Delivered,NC,410,520,110,Kelly,
1851,Pope,Rose,2083,Sports & Outdoors,2022-10-18,17,Delivered,LA,1340,1663,323,Priscilla,
1852,Savage,Marlee,2084,Clothing,2022-10-23,5,Delivered,NC,905,1025,120,Terrence,
1853,Rogers,Phoebe,2085,Clothing,2022-10-21,9,Shipped,AL,1425,1677,252,Daniel,
1854,Huerta,Liliana,2086,Books,2022-10-25,20,Delivered,NC,195,223,28,Daniel,
1855,Webster,Annabelle,2087,Electronics,2022-10-07,4,Delivered,LA,1070,1336,266,Terrence,
1856,Peck,Sophie,2088,Clothing,2022-10-23,5,Cancelled,GA,200,220,20,Brian,Quality Issue
1857,Wilkinson,Javier,2089,Clothing,2022-10-08,5,Delivered,FL,35,43,8,Daniel,
1858,Welch,Timothy,2090,Home & Kitchen,2022-10-14,15,Delivered,FL,1460,1776,316,Kelly,
1859,Vega,Blake,1588,Personal Care,2022-10-21,14,Shipped,GA,535,631,96,Daniel,
1860,Moran,Bentley,2091,Pets,2022-10-22,4,In Transit,LA,35,42,7,Daniel,
1861,Mayo,Octavia,2092,Clothing,2022-10-27,19,In Transit,FL,305,390,85,Kelly,
1862,Cortéz,Gael,2093,Electronics,2022-10-29,11,Delivered,NC,580,699,119,Terrence,
1863,Solis,Catalina,2094,Personal Care,2022-10-15,1,Shipped,AL,1245,1425,180,Priscilla,
1864,Bravo,Dahlia,2095,Clothing,2022-10-29,1,Delivered,NC,1435,1587,152,Priscilla,
1865,Bernal,Finley,2096,Clothing,2022-10-30,16,Delivered,SC,620,777,157,Brian,
1866,Klein,Nash,2097,Personal Care,2022-10-04,6,In Transit,LA,860,957,97,Terrence,
1867,Norman,Stephanie,2098,Pets,2022-10-06,4,Shipped,LA,740,878,138,Brian,
1868,Cisneros,Sabrina,2099,Home & Kitchen,2022-10-13,7,Shipped,LA,930,1063,133,Priscilla,
1869,Serrano,Laura,2100,Sports & Outdoors,2022-10-28,14,Shipped,GA,535,684,149,Kelly,
1870,Thornton,Augustus,2101,Sports & Outdoors,2022-10-24,2,Delivered,NC,20,25,5,Terrence,
1871,Burns,Russell,2102,Personal Care,2022-10-14,14,Delivered,FL,330,397,67,Terrence,
1872,Atkins,Joel,2103,Pets,2022-10-29,7,Shipped,GA,50,63,13,Terrence,
1873,Williams,Sutton,2104,Electronics,2022-10-05,16,Delivered,SC,260,336,76,Terrence,
1874,Parra,Remington,2105,Pets,2022-10-20,12,Delivered,GA,950,1234,284,Daniel,
1875,Stone,Isabel,2106,Personal Care,2022-10-23,2,In Transit,NC,500,552,52,Brian,
1876,Best,Francesca,2107,Clothing,2022-10-23,9,Delivered,NC,185,219,34,Daniel,
1877,Eaton,Violet,2108,Electronics,2022-10-30,2,Shipped,AL,1240,1448,208,Kelly,
1878,Martinez,Journee,2109,Books,2022-10-27,4,Shipped,FL,1215,1382,167,Priscilla,
1879,Carson,Marley,2110,Pets,2022-10-23,5,Delivered,SC,960,1060,100,Daniel,
1880,Hill,Valentina,2111,Sports & Outdoors,2022-10-08,13,Shipped,FL,925,1173,248,Kelly,
1881,Gordon,Jett,2112,Electronics,2022-10-27,7,Delivered,SC,455,538,83,Priscilla,
1882,Hobbs,Adalyn,2113,Pets,2022-10-11,8,Shipped,LA,510,609,99,Kelly,
1883,Nguyen,Joshua,2114,Clothing,2022-10-15,11,Shipped,NC,290,372,82,Kelly,
1884,Kaur,Martin,2115,Personal Care,2022-10-11,12,Delivered,NC,440,486,46,Priscilla,
1885,Atkinson,Jose,2116,Sports & Outdoors,2022-10-27,18,Cancelled,LA,1180,1482,302,Priscilla,Late Delivery
1886,Knapp,Kendrick,2117,Clothing,2022-10-23,10,Delivered,LA,75,82,7,Terrence,
1887,Ventura,Haven,2118,Books,2022-10-10,8,Delivered,GA,60,74,14,Brian,
1888,Combs,Raphael,2119,Electronics,2022-10-08,4,Shipped,SC,595,728,133,Priscilla,
1889,Truong,Zoey,2120,Pets,2022-10-26,14,Delivered,FL,750,936,186,Brian,
1890,Klein,Brody,2121,Personal Care,2022-10-17,1,Shipped,LA,425,551,126,Brian,
1891,House,Willow,2122,Personal Care,2022-10-31,1,Shipped,NC,755,869,114,Priscilla,
1892,Vargas,Zayden,2123,Sports & Outdoors,2022-10-13,1,Delivered,GA,590,723,133,Terrence,
1893,Bentley,Royalty,2124,Clothing,2022-10-28,15,Delivered,AL,660,853,193,Kelly,
1894,Mcdonald,Adrian,2125,Electronics,2022-10-23,8,Delivered,FL,555,721,166,Daniel,
1895,Leblanc,Quinn,2126,Electronics,2022-10-04,11,Shipped,NC,890,1030,140,Kelly,
1896,Sutton,Zayn,2127,Personal Care,2022-10-23,6,Shipped,FL,135,153,18,Kelly,
1897,Bishop,Marley,2128,Home & Kitchen,2022-10-10,10,Cancelled,LA,175,208,33,Kelly,Defective
1898,Holt,Aspen,2129,Electronics,2022-10-24,15,Shipped,GA,980,1189,209,Daniel,
1899,Mack,Stevie,2130,Sports & Outdoors,2022-10-13,3,Cancelled,LA,975,1130,155,Priscilla,Unsatisfied
1900,Chung,Remi,2131,Home & Kitchen,2022-10-11,16,Shipped,NC,660,751,91,Terrence,
1901,Nixon,Eleanor,2132,Sports & Outdoors,2022-10-16,7,In Transit,SC,425,488,63,Priscilla,
1902,Travis,Sawyer,2133,Sports & Outdoors,2022-10-10,5,Delivered,AL,770,895,125,Kelly,
1903,Calhoun,Aubree,2134,Personal Care,2022-10-10,20,Shipped,NC,35,44,9,Terrence,
1904,Frank,Collin,2135,Clothing,2022-10-01,4,Delivered,LA,845,972,127,Kelly,
1905,Cabrera,Kira,2136,Sports & Outdoors,2022-10-14,13,Delivered,GA,960,1146,186,Brian,
1906,Reynolds,Alayna,2137,Electronics,2022-10-07,11,Delivered,NC,485,593,108,Priscilla,
1907,Thornton,Luis,2138,Personal Care,2022-10-21,12,Shipped,SC,1230,1535,305,Terrence,
1908,Willis,Sabrina,2139,Sports & Outdoors,2022-10-29,15,In Transit,FL,1050,1364,314,Kelly,
1909,Crosby,Jasper,2140,Electronics,2022-10-09,7,Cancelled,FL,185,204,19,Priscilla,Quality Issue
1910,Marsh,Aubrey,2141,Home & Kitchen,2022-10-24,5,Shipped,FL,425,521,96,Daniel,
1911,Whitaker,Charlotte,2142,Electronics,2022-10-16,12,Cancelled,NC,15,18,3,Priscilla,Late Delivery
1912,Raymond,Abel,2143,Personal Care,2022-10-26,10,Delivered,LA,15,19,4,Priscilla,
1913,Arias,Everett,2144,Books,2022-10-17,16,Delivered,SC,125,158,33,Brian,
1914,Morrison,Esme,2145,Pets,2022-10-22,10,In Transit,GA,1250,1568,318,Priscilla,
1915,Jefferson,Delaney,2146,Home & Kitchen,2022-10-17,9,Delivered,GA,1295,1564,269,Brian,
1916,Ellis,Callan,2147,Clothing,2022-10-12,8,In Transit,NC,250,319,69,Terrence,
1917,Kirby,Griffin,2148,Books,2022-10-12,16,Delivered,AL,760,926,166,Terrence,
1918,Burns,Danielle,2149,Electronics,2022-10-13,3,Delivered,GA,70,82,12,Priscilla,
1919,West,Kashton,2150,Home & Kitchen,2022-10-09,12,In Transit,FL,1195,1534,339,Kelly,
1920,Mueller,Poppy,2151,Personal Care,2022-10-12,14,Shipped,LA,180,229,49,Terrence,
1921,Mann,Cody,2152,Pets,2022-10-11,2,Shipped,LA,295,343,48,Priscilla,
1922,Simmons,Emiliano,2153,Home & Kitchen,2022-10-30,2,Delivered,AL,1365,1705,340,Brian,
1923,Bennett,Joy,2154,Personal Care,2022-10-03,7,Cancelled,SC,1220,1515,295,Priscilla,Received Wrong Item
1924,Saunders,Millie,2155,Books,2022-10-16,9,Shipped,FL,995,1187,192,Priscilla,
1925,Duffy,Warren,2156,Books,2022-10-10,15,In Transit,AL,895,1022,127,Brian,
1926,Davila,Spencer,2157,Sports & Outdoors,2022-10-17,16,Delivered,AL,500,642,142,Priscilla,
1927,Cooper,Tristan,2158,Sports & Outdoors,2022-10-02,7,Cancelled,LA,890,1080,190,Priscilla,Unsatisfied
1928,Barrett,Sawyer,2159,Home & Kitchen,2022-10-21,19,Delivered,GA,1170,1511,341,Daniel,
1929,Drake,Mckenzie,2160,Sports & Outdoors,2022-10-18,19,Shipped,LA,1360,1696,336,Brian,
1930,Crawford,Ryker,2161,Pets,2022-10-23,17,Shipped,GA,1295,1501,206,Daniel,
1931,Khan,Frances,2162,Electronics,2022-10-23,9,Delivered,FL,210,262,52,Terrence,
1932,Greer,Armani,2163,Home & Kitchen,2022-10-17,6,Delivered,NC,180,217,37,Kelly,
1933,Caldwell,Aylin,2164,Pets,2022-10-08,13,Delivered,SC,370,410,40,Brian,
1934,Fernandez,Dax,2165,Clothing,2022-10-02,1,Shipped,FL,460,596,136,Priscilla,
1935,Brown,Catherine,2166,Books,2022-10-05,12,Shipped,GA,495,550,55,Priscilla,
1936,Maldonado,Beckett,2167,Books,2022-10-21,1,Shipped,SC,345,440,95,Kelly,
1937,Greene,Muhammad,2168,Personal Care,2022-10-22,15,Cancelled,LA,340,421,81,Brian,Defective
1938,Hampton,Angelina,2169,Electronics,2022-10-09,17,Cancelled,GA,20,25,5,Priscilla,Defective
1939,Mckenzie,Ivan,2170,Books,2022-10-04,19,In Transit,FL,705,868,163,Daniel,
1940,Muñoz,Carmen,2171,Pets,2022-10-08,14,Cancelled,LA,25,29,4,Kelly,Unsatisfied
1941,Cantrell,Myles,2172,Personal Care,2022-10-19,18,In Transit,SC,825,970,145,Kelly,
1942,Curtis,Blake,2173,Electronics,2022-10-07,4,Delivered,SC,1105,1218,113,Priscilla,
1943,Molina,Cole,2174,Books,2022-10-16,6,Shipped,LA,595,668,73,Kelly,
1944,Hughes,Kenneth,2175,Pets,2022-10-27,12,Shipped,LA,345,381,36,Brian,
1945,Weiss,Fatima,2176,Books,2022-10-24,2,Shipped,NC,145,167,22,Brian,
1946,Dean,Maddox,2177,Personal Care,2022-10-09,18,Shipped,FL,865,1058,193,Brian,
1947,Gutierrez,Joshua,2178,Sports & Outdoors,2022-10-21,8,Shipped,GA,175,195,20,Priscilla,
1948,Briggs,Andy,2179,Pets,2022-10-21,14,In Transit,FL,1060,1237,177,Priscilla,
1949,Pierce,Connor,2180,Books,2022-10-13,5,Shipped,AL,540,598,58,Kelly,
1950,Boyd,Evangeline,2181,Sports & Outdoors,2022-10-10,16,In Transit,GA,465,595,130,Terrence,
1951,Arellano,Aubrey,2182,Clothing,2022-10-09,12,Shipped,LA,80,101,21,Priscilla,
1952,Moses,Gabriella,2183,Clothing,2022-10-14,14,Cancelled,LA,295,366,71,Terrence,Defective
1953,Luna,Wyatt,2184,Pets,2022-10-12,7,Shipped,AL,150,186,36,Terrence,
1954,Clayton,Camille,2185,Electronics,2022-10-08,2,Cancelled,LA,675,835,160,Brian,Quality Issue
1955,Esparza,Connor,2186,Pets,2022-10-11,14,Shipped,SC,750,860,110,Daniel,
1956,Cordova,Garrett,2187,Pets,2022-10-24,5,Shipped,AL,1400,1642,242,Kelly,
1957,Duncan,Erick,2188,Books,2022-10-25,17,Shipped,SC,905,1155,250,Terrence,
1958,Kirk,Tobias,2189,Pets,2022-10-14,9,Delivered,AL,805,1024,219,Daniel,
1959,Floyd,Colin,2190,Home & Kitchen,2022-10-08,2,Delivered,FL,770,865,95,Brian,
1960,Rojas,Eliza,2191,Clothing,2022-10-29,13,Shipped,SC,75,92,17,Terrence,
1961,Singh,Elise,2192,Books,2022-10-12,15,Delivered,NC,1290,1533,243,Terrence,
1962,Best,Allison,2193,Sports & Outdoors,2022-10-20,17,Delivered,FL,825,1060,235,Kelly,
1963,Ferguson,Manuel,2194,Personal Care,2022-10-24,18,Shipped,LA,245,278,33,Daniel,
1964,Sanford,Rosie,2195,Books,2022-10-02,10,Shipped,AL,1110,1436,326,Daniel,
1965,Dunn,Finley,2196,Electronics,2022-10-25,17,Shipped,GA,1105,1220,115,Terrence,
1966,Kelley,Aurora,2197,Personal Care,2022-10-11,18,In Transit,FL,550,659,109,Daniel,
1967,Livingston,Dominic,2198,Books,2022-10-14,20,Cancelled,GA,1375,1577,202,Daniel,Late Delivery
1968,Bailey,Kevin,2199,Clothing,2022-10-04,6,Shipped,SC,740,911,171,Brian,
1969,Gardner,Karson,2200,Electronics,2022-10-10,14,Delivered,GA,675,857,182,Kelly,
1970,Frost,Winter,2201,Clothing,2022-10-06,16,Shipped,SC,260,337,77,Daniel,
1971,Palacios,Vivian,2202,Sports & Outdoors,2022-10-07,7,Cancelled,GA,595,683,88,Kelly,Defective
1972,Melton,Kyle,2203,Books,2022-10-21,8,Delivered,GA,1315,1489,174,Brian,
1973,Suarez,Kate,2204,Books,2022-10-25,4,Shipped,AL,1085,1386,301,Kelly,
1974,Merritt,Ezra,2205,Electronics,2022-10-27,17,Shipped,NC,1110,1241,131,Daniel,
1975,Hodge,River,2206,Pets,2022-10-25,14,Delivered,FL,805,894,89,Daniel,
1976,Clay,Lennox,2207,Pets,2022-10-08,14,Delivered,FL,1410,1671,261,Brian,
1977,Knapp,Uriel,2208,Personal Care,2022-10-13,14,In Transit,FL,725,822,97,Priscilla,
1978,Sexton,Stella,2209,Electronics,2022-10-28,4,Delivered,NC,1280,1561,281,Daniel,
1979,Luna,Sebastian,2210,Sports & Outdoors,2022-10-04,3,Delivered,AL,1390,1788,398,Terrence,
1980,Kirby,Sarai,2211,Books,2022-10-21,10,In Transit,LA,1270,1542,272,Priscilla,
1981,Daugherty,Aaliyah,2212,Home & Kitchen,2022-10-25,19,In Transit,AL,530,661,131,Terrence,
1982,Armstrong,King,2213,Pets,2022-10-04,7,Shipped,AL,1150,1277,127,Daniel,
1983,Frost,Jordan,2214,Home & Kitchen,2022-10-09,4,Shipped,LA,475,606,131,Kelly,
1984,Rhodes,Angelo,2215,Clothing,2022-10-16,5,Delivered,GA,810,942,132,Priscilla,
1985,Lucas,Ruth,2216,Personal Care,2022-10-17,16,Shipped,FL,915,1083,168,Kelly,
1986,Rice,Zayne,2217,Pets,2022-10-22,3,Delivered,NC,825,1044,219,Terrence,
1987,Zuniga,Miracle,2218,Pets,2022-10-12,14,Delivered,FL,830,1059,229,Terrence,
1988,Clements,Blair,2219,Pets,2022-10-23,4,Delivered,AL,1030,1198,168,Priscilla,
1989,Butler,Natalie,2220,Personal Care,2022-10-12,6,Delivered,SC,95,119,24,Terrence,
1990,Patel,Elian,2221,Pets,2022-10-03,7,Shipped,SC,505,607,102,Priscilla,
1991,Gonzalez,Sterling,2222,Pets,2022-10-23,18,Delivered,SC,1465,1781,316,Priscilla,
1992,Holmes,Bentley,2223,Personal Care,2022-10-25,9,Delivered,SC,425,468,43,Priscilla,
1993,Sims,Frederick,2224,Electronics,2022-10-09,14,Cancelled,GA,1345,1546,201,Priscilla,Unsatisfied
1994,Shields,Elliot,2225,Books,2022-10-14,13,Delivered,GA,530,640,110,Brian,
1995,Green,Ezra,2226,Books,2022-10-16,6,Shipped,SC,550,643,93,Daniel,
1996,Robbins,Crew,2227,Pets,2022-10-28,13,Delivered,LA,740,955,215,Kelly,
1997,Salinas,Willow,2228,Books,2022-10-07,12,Shipped,GA,235,282,47,Priscilla,
1998,Bond,Malachi,2229,Pets,2022-10-02,12,Delivered,LA,460,576,116,Priscilla,
1999,Willis,Patrick,2230,Sports & Outdoors,2022-10-04,7,Delivered,LA,260,307,47,Priscilla,
2000,Compton,Dallas,2231,Electronics,2022-10-23,5,Shipped,NC,840,1033,193,Kelly,
2001,Hughes,Lewis,1234,Clothing,2022-11-06,9,Shipped,LA,1420,1657,237,Brian,
2002,Gomez,Ali,1235,Home & Kitchen,2022-11-03,11,Shipped,LA,1410,1755,345,Kelly,
2003,Beck,Mila,1236,Personal Care,2022-11-10,9,Delivered,GA,260,288,28,Brian,
2004,Juarez,Ryleigh,1237,Personal Care,2022-11-19,9,Delivered,NC,715,812,97,Priscilla,
2005,Preston,Leonidas,1238,Electronics,2022-11-07,13,Shipped,GA,790,978,188,Priscilla,
2006,Jacobs,Hayden,1239,Home & Kitchen,2022-11-29,4,Delivered,SC,40,44,4,Brian,
2007,Knox,Brooke,1240,Electronics,2022-11-10,9,Shipped,SC,765,853,88,Priscilla,
2008,Rice,Diana,1241,Home & Kitchen,2022-11-13,9,Shipped,SC,1485,1747,262,Terrence,
2009,Valencia,Rosalie,1242,Personal Care,2022-11-26,6,Shipped,AL,330,368,38,Brian,
2010,Pierce,Andre,1243,Home & Kitchen,2022-11-04,10,Delivered,SC,1040,1176,136,Brian,
2011,Olson,Walter,1244,Clothing,2022-11-26,13,Delivered,NC,985,1169,184,Terrence,
2012,Malone,Nayeli,1245,Personal Care,2022-11-20,19,Delivered,NC,930,1120,190,Priscilla,
2013,Holt,Thea,1246,Personal Care,2022-11-23,4,Delivered,GA,285,366,81,Brian,
2014,Briggs,Devin,1247,Pets,2022-11-24,9,Shipped,AL,1225,1514,289,Priscilla,
2015,Woodard,Destiny,1248,Clothing,2022-11-14,11,Delivered,LA,485,614,129,Brian,
2016,Fuentes,Rylee,1249,Electronics,2022-11-06,19,Shipped,LA,965,1173,208,Daniel,
2017,Shaffer,Luka,1250,Clothing,2022-11-03,15,Delivered,AL,535,641,106,Brian,
2018,Berry,Colt,1251,Electronics,2022-11-01,12,Shipped,AL,105,135,30,Terrence,
2019,Klein,Madelynn,1252,Sports & Outdoors,2022-11-09,17,Cancelled,LA,1320,1544,224,Priscilla,Unsatisfied
2020,Landry,Edward,1253,Home & Kitchen,2022-11-26,19,Shipped,NC,580,699,119,Priscilla,
2021,Weaver,Cash,1254,Books,2022-11-04,14,Shipped,AL,840,985,145,Kelly,
2022,Solomon,Ronin,1255,Home & Kitchen,2022-11-29,4,Delivered,NC,285,350,65,Priscilla,
2023,Benjamin,Frank,1256,Sports & Outdoors,2022-11-15,10,In Transit,LA,70,82,12,Terrence,
2024,Herrera,Olive,1257,Clothing,2022-11-12,11,Delivered,LA,305,363,58,Priscilla,
2025,Bryan,Noa,1258,Clothing,2022-11-21,2,In Transit,NC,1455,1887,432,Kelly,
2026,Cook,Collin,1259,Electronics,2022-11-03,18,In Transit,SC,640,802,162,Kelly,
2027,Thompson,Kane,1260,Sports & Outdoors,2022-11-03,3,Delivered,LA,795,1004,209,Daniel,
2028,Kane,James,1261,Pets,2022-11-02,8,Delivered,FL,1165,1489,324,Priscilla,
2029,Arias,Sawyer,1262,Pets,2022-11-29,2,Shipped,FL,850,957,107,Brian,
2030,Vincent,Isabelle,1263,Sports & Outdoors,2022-11-13,15,Delivered,SC,10,11,1,Brian,
2031,Quintana,Raya,1264,Home & Kitchen,2022-11-18,3,Delivered,AL,1115,1434,319,Brian,
2032,Anderson,Kaiden,1265,Personal Care,2022-11-26,18,Shipped,FL,725,938,213,Kelly,
2033,Chan,Shiloh,1266,Personal Care,2022-11-04,19,Delivered,NC,1005,1142,137,Brian,
2034,Foster,Layla,1267,Pets,2022-11-27,11,Shipped,GA,1055,1333,278,Daniel,
2035,Giles,Sarai,1268,Electronics,2022-11-12,15,Delivered,SC,40,45,5,Kelly,
